"","Site","Name","rep","CN_weight","Percent.N","Percent.C","Lon","Lat","P_weight","P","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Axis.1","Axis.2","Axis.3","Axis.4","Axis.5","Axis.6","Axis.7","Axis.8","Axis.9","Axis.10"
"74","KBH","KBH6",1,0.48300001,9.312464714,55.9833107,-69.9211,44.5676,0.536,0.469,58,121,29,9792,259,-149,408,12,-61,180,-74,1127,116,75,10,317,249,281,258,-0.0237563577722087,-0.034654338510965,-0.00373531035515088,0.00232726116233303,-0.0011482167226532,3.30285044456649e-05,-2.77496898848174e-06,-0.00103890330821165,-0.000346973287014267,-0.000112945834819862
"75","KBH","KBH6",2,0.462000012,9.730535507,57.0255394,-69.9211,44.5676,0.459,0.426,58,121,29,9792,259,-149,408,12,-61,180,-74,1127,116,75,10,317,249,281,258,-0.0237563577722087,-0.034654338510965,-0.00373531035515088,0.00232726116233303,-0.0011482167226532,3.30285044456649e-05,-2.77496898848174e-06,-0.00103890330821165,-0.000346973287014267,-0.000112945834819862
"76","KBH","KBH8",1,0.448000014,7.621504784,59.6468544,-69.9211,44.5676,NA,NA,58,121,29,9792,259,-149,408,12,-61,180,-74,1127,116,75,10,317,249,281,258,-0.0255735330535965,-0.0365706565694739,-0.0058592590201729,0.00364473583632724,0.000538351971657621,1.74022410301017e-06,-7.87639341182256e-06,0.0047490351560735,-0.000872366334086026,-4.91959688489979e-05
"77","LGP","LGP3",1,0.411000013,9.851780891,55.01502991,-83.4919,35.6394,0.467,0.385,95,124,38,7073,250,-68,318,14,103,183,1,1686,171,111,10,457,373,428,428,-0.0242826576465764,-0.0350434721695839,-0.00426922422852709,0.00261767351225392,-0.000654317745508777,2.56897452496334e-05,-5.74722744705384e-06,-0.00279673956379839,0.00315248550409732,0.000559266622421761
"78","LGP","LGP3",2,0.463,10.12647152,54.66915512,-83.4919,35.6394,0.444,0.405,95,124,38,7073,250,-68,318,14,103,183,1,1686,171,111,10,457,373,428,428,-0.0242826576465764,-0.0350434721695839,-0.00426922422852709,0.00261767351225392,-0.000654317745508777,2.56897452496334e-05,-5.74722744705384e-06,-0.00279673956379839,0.00315248550409732,0.000559266622421761
"79","LGP","LGP5",1,0.582000017,9.718580246,55.69744492,-83.4919,35.6394,0.488,0.452,95,124,38,7073,250,-68,318,14,103,183,1,1686,171,111,10,457,373,428,428,-0.0269252990739639,-0.0380895496345129,-0.00749602707638648,0.00468737020584055,0.00180958421344178,-4.16373782867685e-05,1.36611320911254e-05,-0.00379796328783974,0.00593933030043801,0.00125186425564891
"80","LGP","LGP5",2,0.467000008,10.10174179,55.76469421,-83.4919,35.6394,0.447,0.387,95,124,38,7073,250,-68,318,14,103,183,1,1686,171,111,10,457,373,428,428,-0.0269252990739639,-0.0380895496345129,-0.00749602707638648,0.00468737020584055,0.00180958421344178,-4.16373782867685e-05,1.36611320911254e-05,-0.00379796328783974,0.00593933030043801,0.00125186425564891
"81","Ljams","Ljams1",1,0.365999997,10.26124573,52.94134903,-83.8668,35.9568,0.555,0.511,142,125,36,7859,308,-30,338,53,199,240,37,1253,129,74,14,345,254,324,331,-0.0340919876990113,0.0455888999856542,0.00239722805897852,0.00857503172700187,0.00603188614449365,-0.0101091528350015,-0.000797449895418318,3.57459766203896e-05,0.000195048128789339,-0.00101370259375023
"82","Ljams","Ljams1",2,0.509000003,10.72321606,54.28677368,-83.8668,35.9568,0.487,0.437,142,125,36,7859,308,-30,338,53,199,240,37,1253,129,74,14,345,254,324,331,-0.0340919876990113,0.0455888999856542,0.00239722805897852,0.00857503172700187,0.00603188614449365,-0.0101091528350015,-0.000797449895418318,3.57459766203896e-05,0.000195048128789339,-0.00101370259375023
"83","Ljams","Ljams1",3,0.493000001,10.84891129,53.46447372,-83.8668,35.9568,NA,NA,142,125,36,7859,308,-30,338,53,199,240,37,1253,129,74,14,345,254,324,331,-0.0340919876990113,0.0455888999856542,0.00239722805897852,0.00857503172700187,0.00603188614449365,-0.0101091528350015,-0.000797449895418318,3.57459766203896e-05,0.000195048128789339,-0.00101370259375023
"84","Ljams","Ljams3",1,0.492000014,9.618496895,56.05155563,-83.8668,35.9568,0.408,0.346,142,125,36,7859,308,-30,338,53,199,240,37,1253,129,74,14,345,254,324,331,-0.0343812321977804,0.0458173395654641,0.00220102474463295,0.0088469295197462,0.006375320406496,-0.0105104748019673,-0.000825672606765055,3.95604179635799e-05,0.000194374628362999,-0.000946777603328908
"85","Ljams","Ljams3",2,0.409000009,9.533781052,55.2871933,-83.8668,35.9568,0.379,0.325,142,125,36,7859,308,-30,338,53,199,240,37,1253,129,74,14,345,254,324,331,-0.0343812321977804,0.0458173395654641,0.00220102474463295,0.0088469295197462,0.006375320406496,-0.0105104748019673,-0.000825672606765055,3.95604179635799e-05,0.000194374628362999,-0.000946777603328908
"86","Ljams","Ljams3",3,0.481000006,10.06126595,55.04803085,-83.8668,35.9568,0.535,0.435,142,125,36,7859,308,-30,338,53,199,240,37,1253,129,74,14,345,254,324,331,-0.0343812321977804,0.0458173395654641,0.00220102474463295,0.0088469295197462,0.006375320406496,-0.0105104748019673,-0.000825672606765055,3.95604179635799e-05,0.000194374628362999,-0.000946777603328908
"87","LVA","LV8",1,0.411000013,10.57395267,53.73955536,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0341037403436831,0.0461018409969915,0.00253993164298192,0.00917687291263521,0.00651391061258046,0.00409211787337982,-0.00519427725021526,2.58841747413175e-05,0.000413100247629062,-0.00244080298428545
"88","LVA","LV8",2,0.433999985,10.03582382,55.78144836,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0341037403436831,0.0461018409969915,0.00253993164298192,0.00917687291263521,0.00651391061258046,0.00409211787337982,-0.00519427725021526,2.58841747413175e-05,0.000413100247629062,-0.00244080298428545
"89","LVA","LV8",3,0.541000009,6.003565788,65.77919006,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0341037403436831,0.0461018409969915,0.00253993164298192,0.00917687291263521,0.00651391061258046,0.00409211787337982,-0.00519427725021526,2.58841747413175e-05,0.000413100247629062,-0.00244080298428545
"90","LVA","LVA11",1,0.564999998,10.13457775,55.79953003,-79.181,37.4211,0.511,0.353,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,0.310251294457498,0.00471297402346556,0.00392649878466557,-0.000854441920482762,-0.00311836867790866,3.24205740359621e-05,-1.20275437473429e-05,-2.45569121481474e-05,-6.49603925973328e-05,-0.000147633566712073
"91","LVA","LVA11",2,0.485000014,7.532615662,61.23602676,-79.181,37.4211,0.568,0.549,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,0.310251294457498,0.00471297402346556,0.00392649878466557,-0.000854441920482762,-0.00311836867790866,3.24205740359621e-05,-1.20275437473429e-05,-2.45569121481474e-05,-6.49603925973328e-05,-0.000147633566712073
"92","LVA","LVA11",3,0.675999999,9.724309921,56.08169937,-79.181,37.4211,0.672,0.556,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,0.310251294457498,0.00471297402346556,0.00392649878466557,-0.000854441920482762,-0.00311836867790866,3.24205740359621e-05,-1.20275437473429e-05,-2.45569121481474e-05,-6.49603925973328e-05,-0.000147633566712073
"93","LVA","LVA2",1,0.504000008,8.785595894,59.00908279,-79.181,37.4211,0.692,0.427,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0344516371417644,0.0463737714775621,0.0023052410470069,0.00949710165016699,0.00691852080067238,0.00402316550218685,-0.00491301355830864,2.43330202596555e-05,0.000359519649106309,-0.00207014913212916
"94","LVA","LVA2",2,0.628000021,8.764630318,58.64683151,-79.181,37.4211,0.551,0.768,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0344516371417644,0.0463737714775621,0.0023052410470069,0.00949710165016699,0.00691852080067238,0.00402316550218685,-0.00491301355830864,2.43330202596555e-05,0.000359519649106309,-0.00207014913212916
"95","LVA","LVA2",3,0.398999989,10.38999176,55.51888275,-79.181,37.4211,0.441,0.35,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0344516371417644,0.0463737714775621,0.0023052410470069,0.00949710165016699,0.00691852080067238,0.00402316550218685,-0.00491301355830864,2.43330202596555e-05,0.000359519649106309,-0.00207014913212916
"96","LVA","LVA3",1,0.518000007,9.389621735,55.81706238,-79.181,37.4211,0.368,0.288,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0343246873432049,0.0461728844170338,0.00236705754781013,0.00924853515299341,0.00665651161281177,0.00198360812638684,-0.000891558482672045,-4.1585121811076e-06,-0.000124447578208735,0.000933845806435001
"97","LVA","LVA3",2,0.522000015,9.065710068,57.04894257,-79.181,37.4211,0.468,0.287,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0343246873432049,0.0461728844170338,0.00236705754781013,0.00924853515299341,0.00665651161281177,0.00198360812638684,-0.000891558482672045,-4.1585121811076e-06,-0.000124447578208735,0.000933845806435001
"98","LVA","LVA3",3,0.49000001,9.448988914,55.7603569,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0343246873432049,0.0461728844170338,0.00236705754781013,0.00924853515299341,0.00665651161281177,0.00198360812638684,-0.000891558482672045,-4.1585121811076e-06,-0.000124447578208735,0.000933845806435001
"99","LVA","LVA4",1,0.407999992,9.061667442,57.59062576,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0362404122935437,0.0478494833774995,0.00110975261696184,0.0112572326063786,0.00910704387066022,0.00554895378102856,-0.00733843331623468,4.82350732495369e-05,0.000566960720001171,-0.00315620244527423
"100","LVA","LVA4",2,0.389999986,8.61181736,57.16867447,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0362404122935437,0.0478494833774995,0.00110975261696184,0.0112572326063786,0.00910704387066022,0.00554895378102856,-0.00733843331623468,4.82350732495369e-05,0.000566960720001171,-0.00315620244527423
"101","LVA","LVA4",3,0.505999982,8.972106934,57.51485443,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,-0.0362404122935437,0.0478494833774995,0.00110975261696184,0.0112572326063786,0.00910704387066022,0.00554895378102856,-0.00733843331623468,4.82350732495369e-05,0.000566960720001171,-0.00315620244527423
"102","LVA","LVA7",1,0.518999994,9.903290749,55.54821396,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","LVA","LVA7",2,0.476999998,6.333536625,63.9560318,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","LVA","LVA7",3,0.521000028,9.170519829,57.96492004,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","LVA","LVA9",1,0.703000009,6.607567787,63.09200668,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","LVA","LVA9",2,0.505999982,5.889474869,64.92760468,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","LVA","LVA9",3,0.565999985,6.979053974,62.83543015,-79.181,37.4211,NA,NA,134,129,37,7929,307,-39,346,215,29,234,29,1073,107,76,10,294,238,286,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MB","MB06",1,0.381000012,6.283729076,62.41703033,-72.64,44.5,0.37,0.261,54,113,27,10006,253,-151,404,177,-69,177,-82,1036,116,57,19,320,189,320,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","MB","MB06",2,0.412,4.92416811,63.25123215,-72.64,44.5,0.486,0.302,54,113,27,10006,253,-151,404,177,-69,177,-82,1036,116,57,19,320,189,320,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","MB","MB06",3,0.351000011,5.856265068,61.95484543,-72.64,44.5,0.37,0.215,54,113,27,10006,253,-151,404,177,-69,177,-82,1036,116,57,19,320,189,320,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","MB","MB1",1,0.524999976,7.436549187,60.35598755,-72.64,44.5,0.408,0.299,54,113,27,10006,253,-151,404,177,-69,177,-82,1036,116,57,19,320,189,320,202,-0.0245423828718616,-0.0353057636747401,-0.00456315517030824,0.00279553350869371,-0.000419852012939914,2.61579775107394e-05,-9.71783418724635e-06,0.000641703555521945,-0.00029530254435374,-0.000129218623857949
"112","MB","MB1",2,0.5,6.624662399,61.59019852,-72.64,44.5,0.484,0.366,54,113,27,10006,253,-151,404,177,-69,177,-82,1036,116,57,19,320,189,320,202,-0.0245423828718616,-0.0353057636747401,-0.00456315517030824,0.00279553350869371,-0.000419852012939914,2.61579775107394e-05,-9.71783418724635e-06,0.000641703555521945,-0.00029530254435374,-0.000129218623857949
"113","MB","MB1",3,0.400000006,7.172618866,61.40869904,-72.64,44.5,0.521,0.347,54,113,27,10006,253,-151,404,177,-69,177,-82,1036,116,57,19,320,189,320,202,-0.0245423828718616,-0.0353057636747401,-0.00456315517030824,0.00279553350869371,-0.000419852012939914,2.61579775107394e-05,-9.71783418724635e-06,0.000641703555521945,-0.00029530254435374,-0.000129218623857949
"114","MB","MB2",1,0.326000005,7.411108494,60.91106796,-72.64,44.5,0.549,0.334,54,113,27,10006,253,-151,404,177,-69,177,-82,1036,116,57,19,320,189,320,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","MB","MB2",2,0.356000006,6.95761776,62.13782501,-72.64,44.5,0.445,0.294,54,113,27,10006,253,-151,404,177,-69,177,-82,1036,116,57,19,320,189,320,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MB","MB2",3,0.465000004,6.421413898,63.04008102,-72.64,44.5,0.539,0.316,54,113,27,10006,253,-151,404,177,-69,177,-82,1036,116,57,19,320,189,320,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Nock","Nock6",1,0.453999996,10.02424812,55.4582634,-75.23473,40.4691,0.453,0.373,103,116,31,8801,290,-73,363,206,-13,215,-13,1176,114,75,11,328,254,324,254,-0.027219654227562,-0.0387226545240109,-0.00799474063052653,0.00507473902129585,0.00206622515930789,-4.84590583338198e-05,2.20311408039162e-05,-0.00118143675295226,0.000782224981302599,0.000242337260364572
"118","Nock","Nock6",2,0.499000013,9.565160751,56.16616821,-75.23473,40.4691,0.557,0.423,103,116,31,8801,290,-73,363,206,-13,215,-13,1176,114,75,11,328,254,324,254,-0.027219654227562,-0.0387226545240109,-0.00799474063052653,0.00507473902129585,0.00206622515930789,-4.84590583338198e-05,2.20311408039162e-05,-0.00118143675295226,0.000782224981302599,0.000242337260364572
"119","Notch","Notch1",1,0.740999997,11.16558552,54.38959503,-73.0043,42.4983,0.51,0.442,61,109,29,9267,248,-126,374,156,-51,177,-63,1237,118,87,9,337,272,331,278,-0.0265905542576648,-0.0376323033393095,-0.00704256672191548,0.00437576423579007,0.0014829988590142,-2.15800952388735e-05,5.93692889026651e-06,-0.00164726709378537,0.000577722977463067,-3.88101828197832e-05
"120","Notch","Notch1",2,0.734000027,10.11730671,55.17111969,-73.0043,42.4983,0.67,0.592,61,109,29,9267,248,-126,374,156,-51,177,-63,1237,118,87,9,337,272,331,278,-0.0265905542576648,-0.0376323033393095,-0.00704256672191548,0.00437576423579007,0.0014829988590142,-2.15800952388735e-05,5.93692889026651e-06,-0.00164726709378537,0.000577722977463067,-3.88101828197832e-05
"121","Notch","Notch3",1,0.545000017,10.22340298,55.18016434,-73.0043,42.4983,0.805,0.696,61,109,29,9267,248,-126,374,156,-51,177,-63,1237,118,87,9,337,272,331,278,-0.0248917998859792,-0.0357105744019016,-0.00498810305043443,0.00306729570642585,-9.84399948803753e-05,1.91927699848591e-05,-5.68152945073565e-06,-0.00161948592601361,0.00080646877385994,8.76406494104866e-06
"122","Notch","Notch3",2,0.528999984,10.98422146,52.90577316,-73.0043,42.4983,0.471,0.428,61,109,29,9267,248,-126,374,156,-51,177,-63,1237,118,87,9,337,272,331,278,-0.0248917998859792,-0.0357105744019016,-0.00498810305043443,0.00306729570642585,-9.84399948803753e-05,1.91927699848591e-05,-5.68152945073565e-06,-0.00161948592601361,0.00080646877385994,8.76406494104866e-06
"123","Notch","Notch4",1,0.619000018,10.43193245,54.66938019,-73.0043,42.4983,0.571,0.506,61,109,29,9267,248,-126,374,156,-51,177,-63,1237,118,87,9,337,272,331,278,-0.0270225124511594,-0.0383482475790755,-0.00767468077326146,0.00483172452439548,0.00187488356725601,-2.57676404081527e-05,-6.87604469740575e-06,0.00915916484559721,-0.00150967956457053,-6.52796118761649e-06
"124","Notch","Notch4",2,0.536000013,10.57964897,55.12866974,-73.0043,42.4983,0.581,0.543,61,109,29,9267,248,-126,374,156,-51,177,-63,1237,118,87,9,337,272,331,278,-0.0270225124511594,-0.0383482475790755,-0.00767468077326146,0.00483172452439548,0.00187488356725601,-2.57676404081527e-05,-6.87604469740575e-06,0.00915916484559721,-0.00150967956457053,-6.52796118761649e-06
"125","Notch","Notch4",3,0.460999995,10.21228027,55.57292938,-73.0043,42.4983,0.642,0.548,61,109,29,9267,248,-126,374,156,-51,177,-63,1237,118,87,9,337,272,331,278,-0.0270225124511594,-0.0383482475790755,-0.00767468077326146,0.00483172452439548,0.00187488356725601,-2.57676404081527e-05,-6.87604469740575e-06,0.00915916484559721,-0.00150967956457053,-6.52796118761649e-06
"126","NSP","NSP11",1,0.43900001,11.47324371,53.4160614,-74.91124,40.08038,0.551,0.479,118,114,32,8576,299,-54,353,220,5,227,5,1136,120,74,14,332,249,328,249,0.304834017507158,0.00471605082007578,0.00454590832278365,-0.00132034314525045,-0.00358906108492858,4.49544992961822e-05,-1.49435107129177e-05,-2.82399444526796e-05,-6.3598467957569e-05,-0.000132415038802386
"127","NSP","NSP11",2,0.617999971,10.33742046,54.96037674,-74.91124,40.08038,0.557,0.52,118,114,32,8576,299,-54,353,220,5,227,5,1136,120,74,14,332,249,328,249,0.304834017507158,0.00471605082007578,0.00454590832278365,-0.00132034314525045,-0.00358906108492858,4.49544992961822e-05,-1.49435107129177e-05,-2.82399444526796e-05,-6.3598467957569e-05,-0.000132415038802386
"128","NSP","NSP11",3,0.541000009,10.80026722,55.92677689,-74.91124,40.08038,0.517,0.443,118,114,32,8576,299,-54,353,220,5,227,5,1136,120,74,14,332,249,328,249,0.304834017507158,0.00471605082007578,0.00454590832278365,-0.00132034314525045,-0.00358906108492858,4.49544992961822e-05,-1.49435107129177e-05,-2.82399444526796e-05,-6.3598467957569e-05,-0.000132415038802386
"129","NSP","NSP2",1,0.713,8.693613052,59.4609642,-74.91124,40.08038,0.561,0.563,118,114,32,8576,299,-54,353,220,5,227,5,1136,120,74,14,332,249,328,249,-0.0307777434529184,-0.00621343552792114,0.0226288975447482,-0.0685297206352723,0.0496882121490292,-0.000153223682593803,7.65929406147767e-05,0.000152617948758874,0.000343238765614523,0.000723285817214167
"130","NSP","NSP2",2,0.448000014,9.410598755,52.47297668,-74.91124,40.08038,0.507,0.433,118,114,32,8576,299,-54,353,220,5,227,5,1136,120,74,14,332,249,328,249,-0.0307777434529184,-0.00621343552792114,0.0226288975447482,-0.0685297206352723,0.0496882121490292,-0.000153223682593803,7.65929406147767e-05,0.000152617948758874,0.000343238765614523,0.000723285817214167
"131","NSP","NSP2",3,0.437999994,9.959100723,56.37187576,-74.91124,40.08038,NA,NA,118,114,32,8576,299,-54,353,220,5,227,5,1136,120,74,14,332,249,328,249,-0.0307777434529184,-0.00621343552792114,0.0226288975447482,-0.0685297206352723,0.0496882121490292,-0.000153223682593803,7.65929406147767e-05,0.000152617948758874,0.000343238765614523,0.000723285817214167
"132","NSP","NSP3",1,0.579999983,10.37617302,55.92690659,-74.91124,40.08038,0.599,0.505,118,114,32,8576,299,-54,353,220,5,227,5,1136,120,74,14,332,249,328,249,-0.033331443448443,0.0448823679162257,0.00289632825406445,0.00771673506191531,0.00499523681534385,-0.000814788945988326,0.000578140008078978,-0.00012692701540077,-0.00120890282855028,0.00610445923317045
"133","NSP","NSP3",2,0.470999986,10.58464813,56.18149948,-74.91124,40.08038,0.637,0.501,118,114,32,8576,299,-54,353,220,5,227,5,1136,120,74,14,332,249,328,249,-0.033331443448443,0.0448823679162257,0.00289632825406445,0.00771673506191531,0.00499523681534385,-0.000814788945988326,0.000578140008078978,-0.00012692701540077,-0.00120890282855028,0.00610445923317045
"134","NSP","NSP3",3,0.603999972,10.25846195,55.92091751,-74.91124,40.08038,0.614,0.518,118,114,32,8576,299,-54,353,220,5,227,5,1136,120,74,14,332,249,328,249,-0.033331443448443,0.0448823679162257,0.00289632825406445,0.00771673506191531,0.00499523681534385,-0.000814788945988326,0.000578140008078978,-0.00012692701540077,-0.00120890282855028,0.00610445923317045
"135","RC","RC02",1,0.412999988,7.902225018,60.31302643,-79.0772,36.0364,0.412,0.36,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,0.301539385816244,0.00471320982052445,0.00490921234459812,-0.0016022095434718,-0.00385853132120499,5.68667627275828e-05,-1.94140270372055e-05,-3.6817997571612e-05,-8.24199043297074e-05,-0.000170911479465716
"136","RC","RC06",1,0.501999974,6.777788162,62.83126831,-79.0772,36.0364,0.499,0.287,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.0331381598569257,0.0452393955990116,0.00316885345664922,0.00814364130725681,0.00526180368548088,0.00215847140830966,-0.00189027755687514,3.82426507156494e-07,0.000109008757440435,-0.000784764517379214
"137","RC","RC06",2,0.412999988,9.11119175,56.42629242,-79.0772,36.0364,0.529,0.283,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.0331381598569257,0.0452393955990116,0.00316885345664922,0.00814364130725681,0.00526180368548088,0.00215847140830966,-0.00189027755687514,3.82426507156494e-07,0.000109008757440435,-0.000784764517379214
"138","RC","RC06",3,0.497999996,9.844967842,56.99888611,-79.0772,36.0364,NA,NA,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.0331381598569257,0.0452393955990116,0.00316885345664922,0.00814364130725681,0.00526180368548088,0.00215847140830966,-0.00189027755687514,3.82426507156494e-07,0.000109008757440435,-0.000784764517379214
"139","RC","RC09",1,0.588999987,5.425163746,65.49016571,-79.0772,36.0364,0.458,0.278,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.0344752427215152,0.0463486368443052,0.00227752699657816,0.00946525468035769,0.00690158945255648,0.00314178563490186,-0.00304207504242443,1.18076771630532e-05,6.90090656166792e-05,3.28626641184221e-05
"140","RC","RC09",2,0.319000006,11.12409687,53.50719833,-79.0772,36.0364,NA,NA,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.0344752427215152,0.0463486368443052,0.00227752699657816,0.00946525468035769,0.00690158945255648,0.00314178563490186,-0.00304207504242443,1.18076771630532e-05,6.90090656166792e-05,3.28626641184221e-05
"141","RC","RC15",1,0.379999995,8.972652435,60.39741898,-79.0772,36.0364,NA,NA,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.0316803516620546,0.0437766797861117,0.00406928388981874,0.00640038932879482,0.0032286884034338,-0.00203227267448017,0.000143542251657529,-6.64630941027431e-05,-0.000538799019023666,0.00260880506301024
"142","RC","RC15",2,0.509000003,6.670194626,64.99949646,-79.0772,36.0364,NA,NA,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.0316803516620546,0.0437766797861117,0.00406928388981874,0.00640038932879482,0.0032286884034338,-0.00203227267448017,0.000143542251657529,-6.64630941027431e-05,-0.000538799019023666,0.00260880506301024
"143","RC","RC15",3,0.375999987,9.17079258,57.98231125,-79.0772,36.0364,NA,NA,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.0316803516620546,0.0437766797861117,0.00406928388981874,0.00640038932879482,0.0032286884034338,-0.00203227267448017,0.000143542251657529,-6.64630941027431e-05,-0.000538799019023666,0.00260880506301024
"144","RC","RC16",1,0.398000002,6.792525768,62.14713669,-79.0772,36.0364,0.522,0.299,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.035969455191328,0.0475673873212168,0.00127512324445063,0.0109181305892389,0.00871522900101999,0.00398506073814444,-0.00395136172242938,2.32542285089276e-05,4.00937403413474e-06,0.00102166436695481
"145","RC","RC16",2,0.629999995,6.316034317,63.17777634,-79.0772,36.0364,0.535,0.3,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.035969455191328,0.0475673873212168,0.00127512324445063,0.0109181305892389,0.00871522900101999,0.00398506073814444,-0.00395136172242938,2.32542285089276e-05,4.00937403413474e-06,0.00102166436695481
"146","RC","RC16",3,0.430000007,8.294092178,59.40278625,-79.0772,36.0364,NA,NA,145,133,39,7637,314,-27,341,241,99,241,44,1163,113,82,11,326,257,326,279,-0.035969455191328,0.0475673873212168,0.00127512324445063,0.0109181305892389,0.00871522900101999,0.00398506073814444,-0.00395136172242938,2.32542285089276e-05,4.00937403413474e-06,0.00102166436695481
"147","RW","RW5",1,0.458999991,10.1936903,54.23976898,-73.4855,44.4906,0.467,0.479,65,116,28,10061,268,-140,408,190,-58,190,-70,830,99,44,22,264,142,264,149,-0.0267838985155741,-0.0378880365354948,-0.00729982941726826,0.00455055955753277,0.00167111016749572,-3.93490763400895e-05,1.9751831439702e-05,-0.00287898519819255,-0.00155517165792526,-0.000424080305155782
"148","RW","RW5",2,0.43900001,9.492765427,55.73906326,-73.4855,44.4906,0.561,0.549,65,116,28,10061,268,-140,408,190,-58,190,-70,830,99,44,22,264,142,264,149,-0.0267838985155741,-0.0378880365354948,-0.00729982941726826,0.00455055955753277,0.00167111016749572,-3.93490763400895e-05,1.9751831439702e-05,-0.00287898519819255,-0.00155517165792526,-0.000424080305155782
"149","SEB","SEB2",1,0.537999988,9.723989487,56.57011414,-70.5828,43.9235,0.582,0.474,69,123,30,9549,266,-135,401,23,180,189,-59,1152,124,83,12,333,257,267,280,-0.0282703647400975,-0.0397230893140706,-0.00918202849093485,0.00578994407262309,0.00306517034786176,-7.4874625703942e-05,9.17222214298012e-06,0.00984676411989619,-0.000872093418384492,0.000311576166493446
"150","SEB","SEB2",2,0.568000019,9.945376396,55.16077423,-70.5828,43.9235,NA,NA,69,123,30,9549,266,-135,401,23,180,189,-59,1152,124,83,12,333,257,267,280,-0.0282703647400975,-0.0397230893140706,-0.00918202849093485,0.00578994407262309,0.00306517034786176,-7.4874625703942e-05,9.17222214298012e-06,0.00984676411989619,-0.000872093418384492,0.000311576166493446
